miliseg,AcX,AcY,AcZ
105220.0,7.24,-6.77,1.94
105240.0,7.3,-6.75,1.04
105260.0,7.29,-7.07,1.3
105280.0,7.17,-6.97,2.11
105300.0,7.17,-6.25,2.07
105320.0,7.23,-6.62,1.87
105340.0,7.28,-7.18,1.37
105360.0,7.38,-7.15,0.95
105380.0,7.28,-6.71,1.33
105400.0,7.14,-6.42,2.21
105420.0,7.18,-7.18,2.08
105440.0,7.28,-7.06,1.28
105460.0,7.3,-6.76,1.14
105480.0,7.32,-6.42,1.04
105500.0,7.21,-6.76,1.75
105520.0,7.14,-6.92,1.77
105540.0,7.35,-6.85,1.76
105560.0,7.27,-6.96,1.27
105580.0,7.16,-7.02,1.14
105600.0,7.28,-6.65,1.73
105620.0,7.29,-6.63,2.12
105640.0,7.25,-6.73,1.87
105660.0,7.14,-6.93,1.66
105680.0,7.08,-7.13,1.47
105700.0,7.18,-6.83,1.57
105720.0,7.24,-6.81,1.92
105740.0,7.1,-7.09,1.82
105760.0,7.05,-6.5,1.21
105780.0,7.26,-7.21,1.76
105800.0,7.32,-7.04,1.2
105820.0,7.04,-6.34,2.29
105840.0,7.0,-6.79,2.79
105860.0,6.96,-7.25,2.56
105880.0,7.15,-7.53,0.79
105900.0,7.1,-6.93,1.19
105920.0,7.1,-6.74,1.13
105940.0,7.03,-6.89,2.15
105960.0,7.11,-7.14,2.64
105980.0,7.08,-7.18,1.61
106000.0,6.98,-6.94,1.19
106020.0,7.16,-7.01,1.52
106040.0,7.05,-7.12,1.69
106060.0,6.93,-6.82,2.23
106080.0,7.03,-7.05,2.44
106100.0,7.12,-7.25,1.7
106120.0,7.16,-7.12,0.99
106140.0,6.94,-6.78,1.16
106160.0,6.95,-7.01,2.4
106180.0,6.96,-7.33,2.16
106200.0,6.98,-7.19,2.31
106220.0,7.02,-6.78,1.79
106240.0,7.08,-6.95,1.7
106260.0,7.09,-7.08,1.52
106280.0,7.07,-6.88,1.49
106300.0,7.12,-7.12,1.39
106320.0,6.97,-7.22,1.78
106340.0,6.99,-7.1,2.1
106360.0,7.05,-6.87,1.47
106380.0,7.03,-7.01,1.91
106400.0,7.02,-6.88,2.08
106420.0,7.06,-7.24,1.53
106440.0,7.1,-7.36,0.98
106460.0,6.98,-7.34,2.07
106480.0,7.03,-7.08,2.07
106500.0,7.11,-6.44,1.82
106520.0,7.07,-6.65,2.25
106540.0,7.2,-6.37,1.15
106560.0,7.18,-6.99,1.14
106580.0,7.14,-7.16,1.4
106600.0,7.1,-7.24,1.76
106620.0,7.15,-6.87,2.05
106640.0,7.15,-6.98,2.6
106660.0,6.96,-6.61,2.21
106680.0,7.21,-6.55,0.94
106700.0,7.23,-6.76,0.72
106720.0,7.15,-6.69,0.93
106740.0,7.07,-7.16,1.84
106760.0,7.23,-7.18,1.27
106780.0,7.04,-7.11,1.68
106800.0,7.06,-7.17,1.75
106820.0,7.04,-7.01,2.05
106840.0,7.15,-6.88,2.1
106860.0,7.23,-7.39,1.13
106880.0,7.02,-6.63,1.31
106900.0,7.05,-6.99,1.87
106920.0,7.1,-7.22,2.28
106940.0,7.14,-7.21,1.83
106960.0,7.1,-6.67,1.41
106980.0,7.24,-6.7,0.91
107000.0,7.16,-7.28,1.34
107020.0,7.1,-7.3,2.22
107040.0,7.05,-6.91,2.23
107060.0,7.18,-6.57,1.19
107080.0,7.26,-7.0,0.59
107100.0,6.99,-7.02,2.3
107120.0,6.91,-6.76,2.9
107140.0,7.12,-7.29,2.22
107160.0,7.15,-6.71,1.48
107180.0,7.17,-6.67,1.53
107200.0,7.14,-6.97,1.58
107220.0,7.31,-6.9,1.13
107240.0,7.2,-7.04,1.65
107260.0,7.09,-6.81,1.93
107280.0,7.04,-7.15,2.57
107300.0,7.09,-6.95,1.8
107320.0,7.22,-6.75,1.17
107340.0,7.26,-6.84,0.82
107360.0,7.24,-6.83,1.17
107380.0,7.18,-6.82,2.02
107400.0,7.05,-6.96,2.39
107420.0,7.06,-6.92,2.15
107440.0,7.09,-7.09,1.82
107460.0,7.25,-6.88,0.84
107480.0,7.24,-6.85,1.01
107500.0,7.11,-6.79,1.85
107520.0,7.07,-6.73,2.06
107540.0,7.24,-6.98,1.64
107560.0,7.13,-7.1,1.63
107580.0,7.1,-7.11,1.67
107600.0,6.98,-6.54,1.91
107620.0,7.06,-7.16,2.08
107640.0,7.21,-7.39,1.71
107660.0,7.12,-6.81,1.27
107680.0,7.02,-6.79,1.46
107700.0,7.08,-6.89,1.79
107720.0,7.13,-7.42,2.28
107740.0,7.05,-6.55,1.72
107760.0,7.02,-6.64,2.12
107780.0,6.92,-7.13,2.11
107800.0,7.02,-7.33,2.32
107820.0,7.03,-7.24,2.14
107840.0,6.99,-6.84,1.43
